"","follower_count","following_count","account_language","tweet_client_name","is_retweet","reply_count","like_count","retweet_count","numcaracter","account_creation_year","account_creation_month","tweet_hour"
"1",94,89,1,1,1,0,0,0,91,2013,7,12
"2",1538,93,1,1,2,0,0,0,132,2013,6,6
"3",3051,271,1,2,2,0,0,0,59,2017,12,17
"4",4989,4418,1,3,1,0,1,1,85,2015,8,8
"5",8685,1451,1,4,2,0,0,0,142,2015,1,20
"6",8685,1451,1,4,1,0,0,0,113,2015,1,4
"7",3051,271,1,2,2,0,0,0,142,2017,12,4
"8",4989,4418,1,4,2,0,0,0,41,2015,8,3
"9",3051,271,1,2,1,1,0,0,125,2017,12,1
"10",8685,1451,1,4,2,0,0,0,54,2015,1,17
"11",8685,1451,1,4,2,0,0,0,142,2015,1,1
"12",19845,808,1,5,1,0,0,0,100,2015,11,16
"13",3051,271,1,2,2,0,0,0,141,2017,12,8
"14",4989,4418,1,4,2,0,0,0,53,2015,8,6
"15",3051,271,1,6,2,0,0,0,142,2017,12,1
"16",3051,271,1,2,1,0,1,1,38,2017,12,0
"17",4989,4418,1,4,2,0,0,0,39,2015,8,23
"18",8685,1451,1,4,2,0,0,0,148,2015,1,1
"19",19845,808,1,5,1,0,1,0,134,2015,11,15
"20",8685,1451,1,4,2,0,0,0,133,2015,1,2
"21",3051,271,1,2,2,0,0,0,142,2017,12,2
"22",3739,4633,1,4,2,0,0,0,142,2017,4,15
"23",8685,1451,1,4,1,0,0,0,140,2015,1,14
"24",3051,271,1,2,2,0,0,0,142,2017,12,0
"25",3051,271,1,2,2,0,0,0,128,2017,12,17
"26",8685,1451,1,4,2,0,0,0,142,2015,1,21
"27",8685,1451,1,4,2,0,0,0,142,2015,1,14
"28",111,103,1,1,1,0,0,0,48,2014,5,22
"29",3051,271,1,2,1,0,0,0,105,2017,12,2
"30",103,165,1,7,2,0,0,0,96,2015,3,14
"31",8685,1451,1,4,2,0,0,0,142,2015,1,2
"32",8685,1451,1,4,2,0,0,0,142,2015,1,0
"33",8685,1451,1,4,2,0,0,0,142,2015,1,23
"34",4989,4418,1,4,2,0,0,0,142,2015,8,6
"35",8685,1451,1,4,2,0,0,0,75,2015,1,1
"36",3051,271,1,6,2,0,0,0,141,2017,12,11
"37",8685,1451,1,4,2,0,0,0,142,2015,1,16
"38",8685,1451,1,4,2,0,0,0,64,2015,1,4
"39",8685,1451,1,4,2,0,0,0,97,2015,1,20
"40",3051,271,1,2,2,0,0,0,142,2017,12,2
"41",3020,2518,1,4,2,0,0,0,142,2017,6,21
"42",8685,1451,1,4,2,0,0,0,105,2015,1,3
"43",8685,1451,1,4,2,0,0,0,69,2015,1,3
"44",65,86,1,1,2,0,0,0,142,2015,3,2
"45",3051,271,1,2,2,0,0,0,146,2017,12,7
"46",8685,1451,1,4,2,0,0,0,56,2015,1,19
"47",7566,4526,1,4,2,0,0,0,111,2017,3,3
"48",3051,271,1,2,1,0,0,0,103,2017,12,16
"49",7566,4526,1,4,2,0,0,0,142,2017,3,10
"50",8685,1451,1,4,2,0,0,0,142,2015,1,18
"51",8685,1451,1,4,2,0,0,0,146,2015,1,20
"52",8685,1451,1,4,2,0,0,0,63,2015,1,4
"53",9,10,1,1,1,0,0,0,78,2015,3,2
"54",8685,1451,1,4,1,1,0,1,22,2015,1,5
"55",8685,1451,1,4,2,0,0,0,130,2015,1,2
"56",3051,271,1,1,1,0,0,0,91,2017,12,3
"57",3020,2518,1,4,2,0,0,0,148,2017,6,18
"58",4989,4418,1,4,2,0,0,0,175,2015,8,19
"59",8685,1451,1,4,2,0,0,0,104,2015,1,1
"60",3051,271,1,2,2,0,0,0,50,2017,12,3
"61",4989,4418,1,4,2,0,0,0,75,2015,8,6
"62",7566,4526,1,4,2,0,0,0,150,2017,3,23
"63",8685,1451,1,4,2,0,0,0,142,2015,1,3
"64",3051,271,1,2,1,0,0,0,205,2017,12,17
"65",111,103,1,1,2,0,0,0,137,2014,5,2
"66",4989,4418,1,4,2,0,0,0,40,2015,8,20
"67",2816,3129,2,8,1,2,44,52,236,2017,12,7
"68",3020,2518,1,4,2,0,0,0,38,2017,6,1
"69",8685,1451,1,4,2,0,0,0,146,2015,1,0
"70",8685,1451,1,4,1,1,1,0,107,2015,1,17
"71",8685,1451,1,4,2,0,0,0,148,2015,1,1
"72",4989,4418,1,4,2,0,0,0,115,2015,8,15
"73",3051,271,1,2,2,0,0,0,142,2017,12,2
"74",7566,4526,1,4,2,0,0,0,177,2017,3,3
"75",8685,1451,1,4,2,0,0,0,142,2015,1,5
"76",3051,271,1,1,2,0,0,0,142,2017,12,3
"77",8685,1451,1,4,2,0,0,0,123,2015,1,19
"78",3051,271,1,2,2,0,0,0,118,2017,12,17
"79",3051,271,1,2,2,0,0,0,145,2017,12,6
"80",8685,1451,1,4,2,0,0,0,141,2015,1,18
"81",8685,1451,1,4,2,0,0,0,146,2015,1,18
"82",3051,271,1,2,1,0,0,0,39,2017,12,2
"83",8685,1451,1,4,2,0,0,0,139,2015,1,1
"84",8685,1451,1,4,2,0,0,0,120,2015,1,19
"85",8685,1451,1,4,2,0,0,0,97,2015,1,5
"86",4989,4418,1,4,2,0,0,0,191,2015,8,22
"87",8685,1451,1,4,2,0,0,0,142,2015,1,8
"88",3051,271,1,2,1,0,0,0,201,2017,12,6
"89",3020,2518,1,4,2,0,0,0,176,2017,6,1
"90",7566,4526,1,4,2,0,0,0,108,2017,3,7
"91",1538,93,1,9,2,0,0,0,146,2013,6,18
"92",1538,93,1,1,1,0,0,2,116,2013,6,17
"93",8685,1451,1,4,1,0,0,0,118,2015,1,10
"94",3020,2518,1,4,2,0,0,0,133,2017,6,16
"95",1003,2837,1,1,1,0,0,0,106,2018,9,15
"96",8685,1451,1,4,2,0,0,0,84,2015,1,5
"97",7566,4526,1,4,2,0,0,0,142,2017,3,20
"98",57,50,1,1,1,0,0,0,69,2015,3,16
"99",8685,1451,1,4,2,0,0,0,142,2015,1,2
"100",3051,271,1,6,2,0,0,0,235,2017,12,6
"101",3051,271,1,6,2,0,0,0,142,2017,12,19
"102",8685,1451,1,4,2,0,0,0,82,2015,1,16
"103",8685,1451,1,4,2,0,0,0,44,2015,1,21
"104",8685,1451,1,4,2,0,0,0,142,2015,1,14
"105",8685,1451,1,4,1,0,0,0,103,2015,1,5
"106",8685,1451,1,4,2,0,0,0,144,2015,1,7
"107",8685,1451,1,4,2,0,0,0,75,2015,1,17
"108",8685,1451,1,4,2,0,0,0,87,2015,1,18
"109",8685,1451,1,4,2,0,0,0,142,2015,1,19
"110",3051,271,1,1,1,0,0,0,149,2017,12,7
"111",8685,1451,1,4,2,0,0,0,142,2015,1,4
"112",8685,1451,1,4,2,0,0,0,142,2015,1,7
"113",128,124,1,1,1,0,0,0,73,2014,5,22
"114",7566,4526,1,4,2,0,0,0,142,2017,3,8
"115",98,249,1,1,1,0,0,0,47,2015,3,21
"116",8685,1451,1,4,2,0,0,0,106,2015,1,2
"117",3051,271,1,2,2,0,0,0,144,2017,12,17
"118",3051,271,1,2,2,0,0,0,79,2017,12,18
"119",3020,2518,1,4,2,0,0,0,171,2017,6,3
"120",7566,4526,1,4,2,0,0,0,146,2017,3,0
"121",8685,1451,1,4,2,0,0,0,142,2015,1,12
"122",3020,2518,1,4,1,0,1,1,17,2017,6,4
"123",3739,4633,1,4,2,0,0,0,142,2017,4,5
"124",8685,1451,1,4,2,0,0,0,141,2015,1,20
"125",3051,271,1,2,1,0,0,0,68,2017,12,2
"126",3051,271,1,6,2,0,0,0,49,2017,12,6
"127",2520,2574,2,1,1,0,1,0,124,2018,1,8
"128",3051,271,1,2,1,0,0,0,359,2017,12,7
"129",4989,4418,1,4,2,0,0,0,144,2015,8,21
"130",103,165,1,10,2,0,0,0,85,2015,3,21
"131",8685,1451,1,4,2,0,0,0,142,2015,1,17
"132",3051,271,1,1,2,0,0,0,142,2017,12,3
"133",8685,1451,1,4,2,0,0,0,56,2015,1,22
"134",3051,271,1,2,2,0,0,0,142,2017,12,3
"135",1538,93,1,1,2,0,0,0,142,2013,6,21
"136",3051,271,1,2,2,0,0,0,83,2017,12,21
"137",3051,271,1,2,2,0,0,0,144,2017,12,23
"138",1538,93,1,1,2,0,0,0,126,2013,6,21
"139",8685,1451,1,4,2,0,0,0,129,2015,1,9
"140",8685,1451,1,4,2,0,0,0,144,2015,1,8
"141",8685,1451,1,4,2,0,0,0,141,2015,1,23
"142",3051,271,1,1,2,0,0,0,82,2017,12,3
"143",3051,271,1,2,2,0,0,0,142,2017,12,8
"144",8685,1451,1,4,1,0,3,8,127,2015,1,20
"145",3020,2518,1,4,2,0,0,0,206,2017,6,21
"146",8685,1451,1,4,2,0,0,0,142,2015,1,2
"147",7566,4526,1,4,2,0,0,0,142,2017,3,1
"148",3051,271,1,2,2,0,0,0,115,2017,12,23
"149",8685,1451,1,4,2,0,0,0,42,2015,1,20
"150",8685,1451,1,4,2,0,0,0,66,2015,1,6
"151",7566,4526,1,4,2,0,0,0,142,2017,3,19
"152",84,129,1,7,2,0,0,0,79,2015,3,21
"153",4989,4418,1,4,2,0,0,0,98,2015,8,2
"154",8685,1451,1,4,2,0,0,0,142,2015,1,5
"155",8685,1451,1,4,2,0,0,0,134,2015,1,19
"156",7566,4526,1,4,2,0,0,0,142,2017,3,7
"157",3051,271,1,1,2,0,0,0,142,2017,12,20
"158",8685,1451,1,4,2,0,0,0,102,2015,1,9
"159",1538,93,1,1,2,0,0,0,150,2013,6,0
"160",3051,271,1,2,1,0,0,0,35,2017,12,1
"161",8685,1451,1,4,2,0,0,0,126,2015,1,22
"162",8685,1451,1,4,1,0,0,0,22,2015,1,3
"163",3051,271,1,2,1,0,0,0,122,2017,12,1
"164",8685,1451,1,4,2,0,0,0,77,2015,1,1
"165",3051,271,1,2,2,0,0,0,85,2017,12,7
"166",4989,4418,1,4,2,0,0,0,142,2015,8,1
"167",3051,271,1,2,2,0,0,0,127,2017,12,16
"168",4989,4418,1,4,2,0,0,0,146,2015,8,18
"169",105,103,1,1,1,0,0,0,93,2014,5,15
"170",3051,271,1,1,2,0,0,0,142,2017,12,7
"171",7566,4526,1,4,2,0,0,0,150,2017,3,2
"172",8685,1451,1,4,2,0,0,0,142,2015,1,2
"173",7566,4526,1,4,2,0,0,0,142,2017,3,3
"174",74,124,1,1,1,0,0,0,76,2015,3,23
"175",8685,1451,1,4,2,0,0,0,142,2015,1,2
"176",8685,1451,1,4,2,0,0,0,142,2015,1,7
"177",102,164,1,1,1,0,0,0,55,2015,3,22
"178",8685,1451,1,4,2,0,0,0,144,2015,1,0
"179",4989,4418,1,4,2,0,0,0,146,2015,8,5
"180",3051,271,1,2,2,0,0,0,141,2017,12,0
"181",4989,4418,1,4,2,0,0,0,120,2015,8,9
"182",7566,4526,1,4,2,0,0,0,136,2017,3,7
"183",6346,2465,1,1,1,26,365,101,152,2018,3,20
"184",3051,271,1,2,1,0,0,0,49,2017,12,16
"185",3051,271,1,1,1,0,0,0,154,2017,12,5
"186",1538,93,1,9,2,0,0,0,142,2013,6,5
"187",8685,1451,1,4,2,0,0,0,142,2015,1,0
"188",3020,2518,1,4,2,0,0,0,223,2017,6,22
"189",3051,271,1,1,1,0,0,0,35,2017,12,7
"190",114,96,1,1,1,0,0,0,59,2014,5,23
"191",4989,4418,1,4,2,0,0,0,142,2015,8,1
"192",78,108,1,1,1,0,0,0,18,2015,3,9
"193",3051,271,1,1,1,0,4,1,304,2017,12,8
"194",7566,4526,1,4,1,0,0,1,23,2017,3,7
"195",1538,93,1,1,1,0,2,1,87,2013,6,22
"196",3051,271,1,1,2,0,0,0,122,2017,12,3
"197",3020,2518,1,4,2,0,0,0,148,2017,6,15
"198",8685,1451,1,4,2,0,0,0,142,2015,1,8
"199",8685,1451,1,4,2,0,0,0,113,2015,1,7
"200",4989,4418,1,4,2,0,0,0,66,2015,8,1
"201",1538,93,1,1,1,0,1,5,133,2013,6,21
"202",90,202,1,1,1,0,0,0,24,2015,3,13
"203",8685,1451,1,4,2,0,0,0,143,2015,1,8
"204",1538,93,1,1,2,0,0,0,137,2013,6,23
"205",1538,93,1,1,2,0,0,0,142,2013,6,21
"206",3051,271,1,2,1,0,0,0,249,2017,12,7
"207",106,120,1,1,1,0,0,0,140,2013,8,14
"208",3051,271,1,2,1,0,0,0,144,2017,12,7
"209",8685,1451,1,4,2,0,0,0,100,2015,1,3
"210",8685,1451,1,4,2,0,0,0,114,2015,1,0
"211",3051,271,1,2,1,0,0,0,149,2017,12,16
"212",4989,4418,1,4,2,0,0,0,90,2015,8,21
"213",4989,4418,1,4,2,0,0,0,146,2015,8,6
"214",7566,4526,1,4,2,0,0,0,148,2017,3,18
"215",7566,4526,1,4,2,0,0,0,103,2017,3,18
"216",3051,271,1,2,2,0,0,0,128,2017,12,4
"217",3051,271,1,1,1,0,0,0,87,2017,12,3
"218",8685,1451,1,4,2,0,0,0,142,2015,1,4
"219",8685,1451,1,4,2,0,0,0,146,2015,1,8
"220",1538,93,1,11,2,0,0,0,123,2013,6,21
"221",8685,1451,1,4,2,0,0,0,109,2015,1,6
"222",8685,1451,1,4,2,0,0,0,129,2015,1,16
"223",4989,4418,1,4,2,0,0,0,86,2015,8,3
"224",7566,4526,1,4,2,0,0,0,125,2017,3,6
"225",8685,1451,1,4,2,0,0,0,142,2015,1,3
"226",1538,93,1,11,2,0,0,0,111,2013,6,5
"227",26,137,1,1,1,0,0,0,63,2014,6,14
"228",8685,1451,1,4,1,0,1,0,80,2015,1,6
"229",3051,271,1,2,1,0,0,0,106,2017,12,2
"230",4989,4418,1,4,2,0,0,0,74,2015,8,12
"231",1538,93,1,9,1,1,1,0,138,2013,6,0
"232",7566,4526,1,4,2,0,0,0,142,2017,3,8
"233",8685,1451,1,4,2,0,0,0,95,2015,1,21
"234",8685,1451,1,4,2,0,0,0,142,2015,1,9
"235",3051,271,1,1,2,0,0,0,51,2017,12,2
"236",105,103,1,1,1,0,0,0,68,2014,5,22
"237",8685,1451,1,4,2,0,0,0,41,2015,1,18
"238",8685,1451,1,4,2,0,0,0,142,2015,1,6
"239",122,127,1,1,1,0,0,0,45,2014,5,0
"240",8685,1451,1,4,2,0,0,0,142,2015,1,22
"241",8685,1451,1,4,2,0,0,0,37,2015,1,22
"242",8685,1451,1,4,2,0,0,0,142,2015,1,12
"243",3051,271,1,2,2,0,0,0,116,2017,12,4
"244",8685,1451,1,4,1,0,1,2,132,2015,1,21
"245",3051,271,1,2,2,0,0,0,142,2017,12,3
"246",3051,271,1,2,1,0,0,0,51,2017,12,7
"247",8685,1451,1,4,2,0,0,0,133,2015,1,22
"248",3388,5082,2,1,1,1,4,2,287,2017,12,8
"249",3051,271,1,2,2,0,0,0,142,2017,12,18
"250",4989,4418,1,4,2,0,0,0,142,2015,8,3
"251",3051,271,1,2,2,0,0,0,120,2017,12,9
"252",3051,271,1,2,2,0,0,0,142,2017,12,8
"253",8685,1451,1,4,1,0,1,1,175,2015,1,18
"254",8685,1451,1,4,2,0,0,0,172,2015,1,9
"255",4989,4418,1,4,2,0,0,0,151,2015,8,0
"256",8685,1451,1,4,2,0,0,0,142,2015,1,1
"257",8685,1451,1,4,2,0,0,0,142,2015,1,17
"258",8685,1451,1,4,2,0,0,0,150,2015,1,21
"259",2816,3129,2,1,1,0,0,0,33,2017,12,12
"260",8685,1451,1,4,2,0,0,0,142,2015,1,23
"261",1538,93,1,1,2,0,0,0,43,2013,6,19
"262",8685,1451,1,4,1,0,0,0,27,2015,1,7
"263",8685,1451,1,4,2,0,0,0,140,2015,1,21
"264",6,8,1,1,1,0,0,0,75,2015,3,3
"265",103,165,1,12,2,0,0,0,81,2015,3,21
"266",8685,1451,1,4,2,0,0,0,146,2015,1,1
"267",8685,1451,1,4,2,0,0,0,146,2015,1,7
"268",8685,1451,1,4,2,0,0,0,142,2015,1,20
"269",125,146,1,1,1,0,0,0,57,2014,5,23
"270",3051,271,1,2,1,0,0,0,32,2017,12,3
"271",8685,1451,1,4,2,0,0,0,95,2015,1,5
"272",3051,271,1,1,1,0,0,0,44,2017,12,2
"273",8685,1451,1,4,1,0,2,1,104,2015,1,20
"274",8685,1451,1,4,2,0,0,0,142,2015,1,8
"275",7566,4526,1,4,2,0,0,0,142,2017,3,0
"276",8685,1451,1,4,2,0,0,0,118,2015,1,1
"277",8685,1451,1,4,2,0,0,0,37,2015,1,10
"278",8685,1451,1,4,2,0,0,0,142,2015,1,6
"279",3051,271,1,2,2,0,0,0,142,2017,12,18
"280",8685,1451,1,4,2,0,0,0,142,2015,1,4
"281",8685,1451,1,4,2,0,0,0,142,2015,1,19
"282",3051,271,1,2,2,0,0,0,65,2017,12,7
"283",7566,4526,1,4,1,1,14,30,207,2017,3,3
"284",3051,271,1,2,1,0,1,0,225,2017,12,6
"285",3020,2518,1,4,1,0,0,0,15,2017,6,5
"286",8685,1451,1,4,2,0,0,0,99,2015,1,19
"287",8685,1451,1,4,2,0,0,0,107,2015,1,1
"288",81,134,1,1,1,0,0,0,17,2015,3,14
"289",8685,1451,1,4,2,0,0,0,142,2015,1,4
"290",8685,1451,1,4,2,0,0,0,151,2015,1,2
"291",8685,1451,1,4,1,1,2,1,135,2015,1,19
"292",81,113,1,1,1,0,0,0,76,2015,3,21
"293",3051,271,1,2,2,0,0,0,142,2017,12,7
"294",3051,271,1,2,2,0,0,0,142,2017,12,6
"295",3051,271,1,2,1,0,6,1,58,2017,12,7
"296",3051,271,1,6,2,0,0,0,132,2017,12,16
"297",7566,4526,1,4,1,1,8,17,169,2017,3,5
"298",3051,271,1,2,1,0,0,0,118,2017,12,7
"299",3020,2518,1,4,2,0,0,0,103,2017,6,18
"300",4989,4418,1,4,1,0,7,9,329,2015,8,15
"301",8685,1451,1,4,2,0,0,0,115,2015,1,7
"302",8685,1451,1,4,1,0,3,4,120,2015,1,7
"303",8685,1451,1,4,2,0,0,0,146,2015,1,21
"304",7566,4526,1,4,2,0,0,0,142,2017,3,2
"305",8685,1451,1,4,2,0,0,0,129,2015,1,15
"306",8685,1451,1,4,2,0,0,0,98,2015,1,1
"307",8685,1451,1,4,2,0,0,0,146,2015,1,7
"308",3051,271,1,2,2,0,0,0,131,2017,12,1
"309",8685,1451,1,4,2,0,0,0,142,2015,1,21
"310",7566,4526,1,4,2,0,0,0,169,2017,3,18
"311",3020,2518,1,4,2,0,0,0,142,2017,6,8
"312",8685,1451,1,4,2,0,0,0,142,2015,1,3
"313",8685,1451,1,4,2,0,0,0,142,2015,1,9
"314",8685,1451,1,4,2,0,0,0,148,2015,1,6
"315",8685,1451,1,4,2,0,0,0,142,2015,1,12
"316",1538,93,1,1,2,0,0,0,122,2013,6,14
"317",4989,4418,1,4,2,0,0,0,142,2015,8,20
"318",7566,4526,1,4,2,0,0,0,142,2017,3,10
"319",8685,1451,1,4,1,0,1,1,22,2015,1,6
"320",7566,4526,1,4,2,0,0,0,142,2017,3,23
"321",3051,271,1,2,2,0,0,0,144,2017,12,19
"322",1538,93,1,11,2,0,0,0,124,2013,6,4
"323",8685,1451,1,4,2,0,0,0,148,2015,1,4
"324",8685,1451,1,4,2,0,0,0,92,2015,1,15
"325",3020,2518,1,4,2,0,0,0,142,2017,6,14
"326",3051,271,1,2,2,0,0,0,132,2017,12,23
"327",8685,1451,1,4,2,0,0,0,147,2015,1,5
"328",8685,1451,1,4,2,0,0,0,146,2015,1,16
"329",7566,4526,1,4,2,0,0,0,141,2017,3,5
"330",8685,1451,1,4,2,0,0,0,103,2015,1,7
"331",8685,1451,1,4,2,0,0,0,65,2015,1,23
"332",1538,93,1,1,2,0,0,0,142,2013,6,5
"333",3051,271,1,2,2,0,0,0,123,2017,12,1
"334",3051,271,1,2,1,0,0,0,76,2017,12,7
"335",19845,808,1,5,1,0,38,59,183,2015,11,14
"336",4989,4418,1,4,2,0,0,0,142,2015,8,21
"337",7566,4526,1,4,2,0,0,0,148,2017,3,1
"338",8685,1451,1,4,2,0,0,0,142,2015,1,17
"339",4989,4418,1,4,2,0,0,0,110,2015,8,19
"340",7566,4526,1,4,1,0,0,0,15,2017,3,0
"341",3051,271,1,2,2,0,0,0,149,2017,12,20
"342",3020,2518,1,4,2,0,0,0,142,2017,6,22
"343",3051,271,1,2,1,0,0,0,33,2017,12,6
"344",1538,93,1,1,2,0,0,0,58,2013,6,23
"345",3020,2518,1,4,2,0,0,0,146,2017,6,17
"346",1538,93,1,11,2,0,0,0,122,2013,6,1
"347",7566,4526,1,4,2,0,0,0,146,2017,3,1
"348",8685,1451,1,4,2,0,0,0,160,2015,1,17
"349",1538,93,1,1,2,0,0,0,146,2013,6,10
"350",1538,93,1,1,2,0,0,0,98,2013,6,1
"351",8685,1451,1,4,2,0,0,0,107,2015,1,23
"352",8685,1451,1,4,2,0,0,0,97,2015,1,16
"353",8685,1451,1,4,2,0,0,0,146,2015,1,18
"354",8685,1451,1,4,2,0,0,0,82,2015,1,1
"355",7566,4526,1,4,2,0,0,0,142,2017,3,3
"356",3051,271,1,2,2,0,0,0,142,2017,12,6
"357",8685,1451,1,4,2,0,0,0,115,2015,1,16
"358",8685,1451,1,4,2,0,0,0,86,2015,1,18
"359",8685,1451,1,4,1,0,0,1,40,2015,1,23
"360",8685,1451,1,4,2,0,0,0,99,2015,1,2
"361",8685,1451,1,4,2,0,0,0,146,2015,1,12
"362",7566,4526,1,4,1,1,9,24,208,2017,3,12
"363",3051,271,1,1,1,0,1,0,129,2017,12,7
"364",3051,271,1,6,2,0,0,0,111,2017,12,10
"365",3051,271,1,1,1,0,1,0,33,2017,12,7
"366",7566,4526,1,4,2,0,0,0,142,2017,3,3
"367",96,101,1,1,1,0,0,0,32,2013,8,13
"368",8685,1451,1,4,2,0,0,0,142,2015,1,1
"369",8685,1451,1,4,1,0,2,2,119,2015,1,22
"370",8685,1451,1,4,2,0,0,0,142,2015,1,2
"371",56,93,1,1,1,0,0,0,29,2015,3,1
"372",1538,93,1,1,2,0,0,0,93,2013,6,6
"373",103,165,1,7,2,0,0,0,136,2015,3,21
"374",8685,1451,1,4,2,0,0,0,142,2015,1,18
"375",38,3,1,1,1,0,0,0,37,2015,10,0
"376",7566,4526,1,4,2,0,0,0,158,2017,3,6
"377",8685,1451,1,4,2,0,0,0,41,2015,1,22
"378",8685,1451,1,4,2,0,0,0,100,2015,1,23
"379",3051,271,1,2,1,1,0,1,104,2017,12,16
"380",3020,2518,1,4,2,0,0,0,125,2017,6,15
"381",1538,93,1,1,2,0,0,0,143,2013,6,18
"382",8685,1451,1,4,2,0,0,0,156,2015,1,0
"383",8685,1451,1,4,2,0,0,0,139,2015,1,17
"384",8685,1451,1,4,2,0,0,0,120,2015,1,4
"385",7566,4526,1,4,1,0,3,1,100,2017,3,10
"386",7566,4526,1,4,2,0,0,0,171,2017,3,2
"387",8685,1451,1,4,2,0,0,0,131,2015,1,14
"388",8685,1451,1,4,2,0,0,0,122,2015,1,7
"389",8685,1451,1,4,1,0,2,4,136,2015,1,22
"390",3051,271,1,2,2,0,0,0,142,2017,12,8
"391",8685,1451,1,4,1,1,2,0,71,2015,1,6
"392",8685,1451,1,4,2,0,0,0,142,2015,1,23
"393",8685,1451,1,4,2,0,0,0,110,2015,1,2
"394",128,114,1,1,1,0,0,0,28,2014,5,0
"395",8685,1451,1,4,2,0,0,0,142,2015,1,15
"396",8685,1451,1,4,2,0,0,0,142,2015,1,0
"397",8685,1451,1,4,2,0,0,0,129,2015,1,9
"398",3051,271,1,2,2,0,0,0,121,2017,12,17
"399",1538,93,1,9,2,0,0,0,142,2013,6,0
"400",7566,4526,1,4,1,0,0,2,206,2017,3,18
"401",8685,1451,1,4,1,0,0,0,137,2015,1,15
"402",4989,4418,1,4,2,0,0,0,142,2015,8,1
"403",8685,1451,1,4,2,0,0,0,141,2015,1,21
"404",3051,271,1,2,2,0,0,0,142,2017,12,6
"405",4989,4418,1,4,2,0,0,0,141,2015,8,5
"406",8685,1451,1,4,2,0,0,0,142,2015,1,21
"407",8685,1451,1,4,2,0,0,0,142,2015,1,3
"408",8685,1451,1,4,2,0,0,0,142,2015,1,20
"409",8685,1451,1,4,2,0,0,0,128,2015,1,0
"410",1212,2025,1,1,1,0,0,0,92,2015,7,15
"411",8685,1451,1,4,2,0,0,0,56,2015,1,14
"412",3051,271,1,2,2,0,0,0,128,2017,12,4
"413",3051,271,1,1,2,0,0,0,77,2017,12,7
"414",7566,4526,1,4,2,0,0,0,121,2017,3,18
"415",8685,1451,1,4,2,0,0,0,92,2015,1,5
"416",8685,1451,1,4,2,0,0,0,103,2015,1,6
"417",4989,4418,1,4,2,0,0,0,142,2015,8,23
"418",1212,2025,1,1,1,0,0,2,110,2015,7,14
"419",8685,1451,1,4,2,0,0,0,105,2015,1,2
"420",7566,4526,1,4,2,0,0,0,142,2017,3,4
"421",4989,4418,1,4,2,0,0,0,65,2015,8,8
"422",8685,1451,1,4,2,0,0,0,66,2015,1,20
"423",3051,271,1,2,1,0,0,0,34,2017,12,3
"424",8685,1451,1,4,2,0,0,0,142,2015,1,1
"425",8685,1451,1,4,1,0,4,0,37,2015,1,16
"426",8685,1451,1,4,2,0,0,0,110,2015,1,8
"427",8685,1451,1,4,2,0,0,0,124,2015,1,0
"428",3051,271,1,2,2,0,0,0,142,2017,12,17
"429",3051,271,1,2,1,0,0,0,210,2017,12,22
"430",8685,1451,1,4,2,0,0,0,148,2015,1,21
"431",47,63,1,13,2,0,0,0,87,2015,3,4
"432",8685,1451,1,4,2,0,0,0,43,2015,1,20
"433",8685,1451,1,4,2,0,0,0,61,2015,1,14
"434",1538,93,1,1,2,0,0,0,142,2013,6,1
"435",3051,271,1,2,2,0,0,0,146,2017,12,2
"436",8685,1451,1,4,2,0,0,0,142,2015,1,3
"437",8685,1451,1,4,2,0,0,0,87,2015,1,16
"438",4215,5347,2,1,1,0,0,0,48,2017,12,8
"439",4989,4418,1,4,2,0,0,0,142,2015,8,20
"440",4989,4418,1,4,2,0,0,0,78,2015,8,1
"441",8685,1451,1,4,1,0,1,1,129,2015,1,4
"442",3051,271,1,1,1,0,0,0,149,2017,12,7
"443",8685,1451,1,4,2,0,0,0,142,2015,1,2
"444",3051,271,1,2,1,0,0,0,359,2017,12,1
"445",4989,4418,1,4,2,0,0,0,95,2015,8,7
"446",8685,1451,1,4,2,0,0,0,142,2015,1,19
"447",7566,4526,1,4,2,0,0,0,142,2017,3,1
"448",7566,4526,1,4,2,0,0,0,128,2017,3,5
"449",8685,1451,1,4,2,0,0,0,146,2015,1,20
"450",8685,1451,1,4,2,0,0,0,142,2015,1,8
"451",3051,271,1,2,2,0,0,0,142,2017,12,23
"452",8685,1451,1,4,2,0,0,0,142,2015,1,9
"453",8685,1451,1,4,2,0,0,0,106,2015,1,1
"454",8685,1451,1,4,2,0,0,0,122,2015,1,22
"455",3051,271,1,2,1,0,0,0,353,2017,12,7
"456",3051,271,1,1,2,0,0,0,142,2017,12,2
"457",3020,2518,1,4,2,0,0,0,213,2017,6,19
"458",3051,271,1,2,2,0,0,0,141,2017,12,6
"459",3051,271,1,2,2,0,0,0,142,2017,12,17
"460",8685,1451,1,4,1,0,0,0,22,2015,1,22
"461",7566,4526,1,4,2,0,0,0,142,2017,3,23
"462",8685,1451,1,4,2,0,0,0,101,2015,1,5
"463",3051,271,1,1,1,0,0,0,165,2017,12,8
"464",8685,1451,1,4,2,0,0,0,142,2015,1,1
"465",8685,1451,1,4,2,0,0,0,106,2015,1,7
"466",1538,93,1,1,1,0,0,0,64,2013,6,23
"467",114,96,1,1,1,0,0,0,57,2014,5,14
"468",3051,271,1,2,1,0,1,1,51,2017,12,6
"469",7566,4526,1,4,2,0,0,0,142,2017,3,17
"470",8685,1451,1,4,2,0,0,0,142,2015,1,3
